Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,0,22,PTM-SEA,0,1,AGC,SGK,NA,SGK1
CHEK1,19.221993045188515,4,PTM-SEA,0.9259259259259259,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,0,22,PTM-SEA,0,1,OTHER,AUR,NA,AURKA
RPS6KA5,-7.323980241896217,14,PTM-SEA,0.5925925925925926,3,AGC,RSK,MSK,RPS6KA5
CHEK2,10.790749892801967,11,PTM-SEA,0.6481481481481481,3,CAMK,RAD53,NA,CHEK2
RAF1,-11.61345587340396,9,PTM-SEA,0.8333333333333334,4,TKL,RAF,RAF,RAF1
PRKCB,-14.830602413021207,6,PTM-SEA,0.8888888888888888,4,AGC,PKC,ALPHA,PRKCB
CDK1,-6.5041160373714755,16,PTM-SEA,0.5555555555555556,3,CMGC,CDK,CDC2,CDK1
ARAF,0,22,PTM-SEA,0,1,TKL,RAF,RAF,ARAF
PIM1,-11.611495089090237,10,PTM-SEA,0.6666666666666666,3,CAMK,PIM,NA,PIM1
CDK4,-14.679833476894347,7,PTM-SEA,0.8703703703703703,4,CMGC,CDK,CDK4,CDK4
BRAF,0,22,PTM-SEA,0,1,TKL,RAF,RAF,BRAF
PRKCA,-4.334100872797636,19,PTM-SEA,0.48148148148148145,2,AGC,PKC,ALPHA,PRKCA
PRKACA,5.521992437515763,17,PTM-SEA,0.5370370370370371,3,AGC,PKA,NA,PRKACA
PRKACG,-11.611495089090237,10,PTM-SEA,0.6666666666666666,3,AGC,PKA,NA,PRKACG
PRKACB,-11.611495089090237,10,PTM-SEA,0.6666666666666666,3,AGC,PKA,NA,PRKACB
RPS6KB1,0,22,PTM-SEA,0,1,AGC,RSK,P70,RPS6KB1
CDK2,-7.0740106723895035,15,PTM-SEA,0.5740740740740741,3,CMGC,CDK,CDC2,CDK2
MAPK3,12.941141170444753,8,PTM-SEA,0.8518518518518519,4,CMGC,MAPK,ERK1,MAPK3
MAPK1,-7.495649672647904,13,PTM-SEA,0.6111111111111112,3,CMGC,MAPK,ERK1,MAPK1
AKT1,7.876572108151631,12,PTM-SEA,0.6296296296296297,3,AGC,AKT,NA,AKT1
AKT2,0,22,PTM-SEA,0,1,AGC,AKT,NA,AKT2
MAP3K8,0,22,PTM-SEA,0,1,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,-11.611495089090237,10,PTM-SEA,0.6666666666666666,3,AGC,PKC,IOTA,PRKCI
MAPK8,0,22,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,-5.038270682640414,18,PTM-SEA,0.5,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
CDK9,-19.958823529411767,3,PTM-SEA,0.9444444444444444,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,1.6736031288520419,21,PTM-SEA,0.4444444444444444,2,AGC,RSK,RSK,RPS6KA3
NEK2,0,22,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
