Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,-1.1393055640917487,27,PTM-SEA,0.4090909090909091,2,TK,FAK,NA,PTK2
MAP2K7,0,28,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,31.377152393073427,9,PTM-SEA,0.8181818181818182,4,TK,JAKA,NA,JAK2
MAP3K6,0,28,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,-9.2789376993551,22,PTM-SEA,0.5227272727272727,3,TK,ABL,NA,ABL1
EGFR,-19.863775229657115,16,PTM-SEA,0.6590909090909091,3,TK,EGFR,NA,EGFR
ERBB2,-37.441408164971634,4,PTM-SEA,0.9318181818181818,4,TK,EGFR,NA,ERBB2
INSR,-26.256276979808085,13,PTM-SEA,0.7272727272727273,3,TK,INSR,NA,INSR
LCK,-5.484774039812106,24,PTM-SEA,0.4772727272727273,2,TK,SRC,SRCB,LCK
FYN,-15.62354892343507,19,PTM-SEA,0.5909090909090909,3,TK,SRC,SRCA,FYN
YES1,0,28,PTM-SEA,0,1,TK,SRC,SRCA,YES1
LYN,-13.758332258457209,20,PTM-SEA,0.5681818181818182,3,TK,SRC,SRCB,LYN
RET,34.9035131872834,7,PTM-SEA,0.8636363636363636,4,TK,RET,NA,RET
IGF1R,37.245329100821124,5,PTM-SEA,0.9090909090909091,4,TK,INSR,NA,IGF1R
MET,5.057194429125295,25,PTM-SEA,0.45454545454545453,2,TK,MET,NA,MET
HCK,0,28,PTM-SEA,0,1,TK,SRC,SRCB,HCK
ROS1,0,28,PTM-SEA,0,1,TK,SEV,NA,ROS1
PDGFRB,25.48706413026891,14,PTM-SEA,0.7045454545454546,3,TK,PDGFR,NA,PDGFRB
FGR,0,28,PTM-SEA,0,1,TK,SRC,SRCA,FGR
SRC,17.363583295792203,18,PTM-SEA,0.6136363636363636,3,TK,SRC,SRCA,SRC
FLT1,0,28,PTM-SEA,0,1,TK,VEGFR,NA,FLT1
FGFR3,0,28,PTM-SEA,0,1,TK,FGFR,NA,FGFR3
JAK1,-32.98507462686567,8,PTM-SEA,0.8409090909090909,4,TK,JAKA,NA,JAK1
TYK2,0,28,PTM-SEA,0,1,TK,JAKA,NA,TYK2
FLT4,0,28,PTM-SEA,0,1,TK,VEGFR,NA,FLT4
